第0类：
		老师	0.04371410872440524
		孩子们	0.018768102596728557
		孩子	0.017596142577307506
		学生	0.016424182557886455
		教师	0.01625675969796916
		课	0.009559845301277438
		课堂	0.008387885281856385
		老师们	0.007885616702104506
		时	0.005876542383096988
		早安	0.005541696663262402
		班级	0.005374273803345109
		记录	0.005374273803345109
		每一个	0.005206850943427817
		优秀	0.005206850943427817
		班	0.005206850943427817
		教育	0.0050394280835105235
		昨天	0.0050394280835105235
		教室	0.004704582363675937
		—	0.004202313783924058
		做	0.0040348909240067645
第1类：
		金马	0.011311510843199885
		报告	0.00626816205960758
		关注	0.005547683661951536
		招生	0.005547683661951536
		工程	0.005067364730180841
		感觉	0.004827205264295493
		设计	0.004587045798410145
		室	0.004346886332524797
		校区	0.004346886332524797
		厅	0.004346886332524797
		施工	0.004346886332524797
		学校	0.004106726866639449
		电话	0.004106726866639449
		文化	0.003626407934868753
		陈	0.003626407934868753
		地方	0.003626407934868753
		都在	0.003386248468983405
		建议	0.0031460890030980573
		）	0.0029059295372127095
		二是	0.0029059295372127095
第2类：
		人生	0.01691531694592688
		自己的	0.01638297022850983
		生活	0.01598371019044704
		的人	0.01026098297821371
		中	0.00866394282596255
		喜欢	0.007865422749836969
		早安	0.007865422749836969
		一生	0.005736035880168754
		爱	0.005469862521460227
		事情	0.005336775842105964
		世界	0.005070602483397437
		孩子	0.005070602483397437
		声	0.004937515804043174
		思考	0.00480442912468891
		幸福	0.00480442912468891
		热爱	0.004671342445334647
		情绪	0.004671342445334647
		里	0.00440516908662612
		善良	0.004272082407271857
		时	0.004138995727917593
第3类：
		附小	0.03750662933681965
		活动	0.01370268503558258
		民大	0.013209339039702018
		早安	0.012592656544851318
		成长	0.010002590066478372
		教	0.009262571072657532
		学校	0.007782533085015849
		学习	0.0072891870891352885
		声	0.007165850590165148
		孩子们	0.007165850590165148
		联体	0.0069191775922248675
		精神	0.006795841093254727
		阅读	0.006672504594284587
		中心	0.006549168095314447
		努力	0.005932485600463746
		师生	0.005192466606642904
		中	0.005069130107672764
		团队	0.004699120610762344
		教学	0.004575784111792203
		教师	0.004452447612822063
第4类：
		工作	0.035153994622148174
		附小	0.012223890199442419
		优秀	0.010409277619228295
		努力	0.008924594599053103
		学习	0.006450122898761115
		集团	0.005790263778683252
		时间	0.005625298998663786
		老师们	0.00546033421864432
		行政	0.00546033421864432
		目标	0.005295369438624854
		团队	0.005130404658605388
		副校长	0.005130404658605388
		感	0.005130404658605388
		早安	0.004965439878585922
		习惯	0.004635510318546991
		松弛	0.004635510318546991
		做	0.004470545538527525
		华为	0.004305580758508059
		主任	0.004140615978488593
		号	0.004140615978488593
第5类：
		—	0.013183531971962854
		故事	0.009893975049975962
		师傅	0.006857460968141907
		保安	0.005592246767377717
		喜欢	0.00407398972646069
		化妆	0.00407398972646069
		让我们	0.003567904046155014
		生命	0.003567904046155014
		出发	0.003314861206002176
		我在	0.003314861206002176
		的人	0.003314861206002176
		管理	0.003314861206002176
		自然	0.0030618183658493382
		期待	0.0028087755256965
		中	0.0028087755256965
		表现	0.0028087755256965
		幕后	0.0023026898453908243
		的是	0.0023026898453908243
		我想	0.0023026898453908243
		文章	0.0020496470052379866
第6类：
		学校	0.02685534412840655
		附小	0.020238399077408806
		校长	0.017780676629895357
		集团	0.010312981500912193
		民大	0.010123925928026543
		教育	0.010029398141583719
		小学	0.009273175850041119
		金马	0.00870600913138417
		工作	0.00813884241272722
		领导	0.008044314626284396
		老师们	0.007288092334741797
		校区	0.007099036761856147
		早安	0.007004508975413323
		昨天	0.007004508975413323
		说	0.006909981188970497
		都是	0.0060592311109850736
		时间	0.0060592311109850736
		书记	0.005681119965213775
		家长	0.005492064392328125
		声	0.005208481032999651
第7类：
		同志	0.009683025738641066
		说	0.008027807663659688
		历史	0.006924328947005435
		革命	0.0055449805511876196
		面对	0.004993241192860493
		看得	0.004165632155369803
		一遍	0.00388976247620624
		时代	0.0036138927970426767
		娃娃	0.0036138927970426767
		妈妈	0.0036138927970426767
		养	0.0036138927970426767
		群众	0.0036138927970426767
		）	0.003338023117879114
		思想	0.003338023117879114
		宣传	0.003338023117879114
		主义	0.003338023117879114
		评价	0.003338023117879114
		每个人	0.0030621534387155506
		钉子	0.0030621534387155506
		使命	0.0030621534387155506
第8类：
		教育	0.0415860319098611
		学习	0.02108688484639975
		学校	0.014922805659484797
		科学	0.011625740047879127
		发展	0.011195688011582735
		课程	0.00990553190269356
		学生	0.00990553190269356
		创新	0.009045427830100776
		—	0.006178414254791497
		思考	0.005174959503433249
		思政	0.005031608824667785
		书记	0.0047449074671368574
		培养	0.004601556788371393
		未来	0.0044582061096059295
		思想	0.0044582061096059295
		中国	0.0044582061096059295
		办学	0.004314855430840465
		研究	0.004314855430840465
		集团	0.004314855430840465
		建设	0.0038848033945440737
第9类：
		外婆	0.008382081085872016
		用心	0.006102965382764821
		最佳	0.005849730304641799
		中国	0.005343260148395756
		父母	0.004583554914026691
		你不	0.004077084757780648
		作品	0.003823849679657626
		父亲	0.003823849679657626
		年	0.0035706146015346044
		记得	0.003317379523411583
		用情	0.003317379523411583
		美术	0.003064144445288561
		一件事	0.003064144445288561
		外公	0.003064144445288561
		红枫	0.003064144445288561
		电影	0.0028109093671655396
		三个	0.0028109093671655396
		文化	0.002557674289042518
		感受	0.0023044392109194964
		优秀	0.0023044392109194964
